Symbol,Company,Sector,Industry,Exchange,Currency,Year_End,IPO,YearsActive,Price,Shares,ImpliedShares,MarketCap,P/S_TTM,P/S_2024,P/E_TTM,P/E_2024,TTM_Revenue,TTM_NetIncome,Q_Rev%,2025_Revenue,2025_NetIncome,2025_EBITDA,2024_Revenue,2024_NetIncome,2024_EBITDA,2023_Revenue,2023_NetIncome,2023_EBITDA,2022_Revenue,2022_NetIncome,2022_EBITDA,2021_Revenue,2021_NetIncome,2021_EBITDA,2020_Revenue,2020_NetIncome,2020_EBITDA,3yrRev,2025_Rev%,2025_NetMargin,2024_Rev%,2024_NetMargin,2023_Rev%,2023_NetMargin,2022_Rev%,2022_NetMargin,2021_Rev%,2021_NetMargin,2020_Rev%,2020_NetMargin,2025_EBITDA%,2024_EBITDA%,2023_EBITDA%,2022_EBITDA%,2025_FCF,2025_FCF%,2024_FCF,2024_FCF%,2023_FCF,2023_FCF%,2022_FCF,2022_FCF%,2025_Interest_Expense,2025_Interest_Income,2025_NetInterest,2025_Interest/Rev,2024_Interest_Expense,2024_Interest_Income,2024_NetInterest,2024_Interest/Rev,2023_Interest_Expense,2023_Interest_Income,2023_NetInterest,2023_Interest/Rev,2022_Interest_Expense,2022_Interest_Income,2022_NetInterest,2022_Interest/Rev,2025_SG&A,2025_SG&A%,2024_SG&A,2024_SG&A%,2023_SG&A,2023_SG&A%,2022_SG&A,2022_SG&A%,2025_Assets,2025_Cash,2025_CurrentAssets,2025_Debt,2025_NetDebt,2025_Liabilities,2025_ND/A,2025_ND/Rev,2025_Cash/Rev,2025_Cash/Assets,2025_Debt/Assets,2025_Assets/Equity,2025_Liabilities/Equity,2025_Debt%,2024_Assets,2024_Cash,2024_CurrentAssets,2024_Debt,2024_NetDebt,2024_Liabilities,2024_ND/A,2024_ND/Rev,2024_Cash/Rev,2024_Cash/Assets,2024_Debt/Assets,2024_Assets/Equity,2024_Liabilities/Equity,2024_Debt%,2023_Assets,2023_Cash,2023_CurrentAssets,2023_Debt,2023_NetDebt,2023_Liabilities,2023_ND/A,2023_ND/Rev,2023_Cash/Rev,2023_Cash/Assets,2023_Debt/Assets,2023_Assets/Equity,2023_Liabilities/Equity,2023_Debt%,2022_Assets,2022_Cash,2022_CurrentAssets,2022_Debt,2022_NetDebt,2022_Liabilities,2022_ND/A,2022_ND/Rev,2022_Cash/Rev,2022_Cash/Assets,2022_Debt/Assets,2022_Assets/Equity,2022_Liabilities/Equity,2022_Debt%
GBDC,"Golub Capital BDC, Inc.",Financials,Asset Management,NASDAQ,USD,9/30/24,4/15/10,16.1,12.89,263228181,265499011,3393,9.3729,12.4743,10.2818,12.4286,362,330,-38.36,408,377,,272,273,,284,258,,165,153,,349,340,,66,54,,-7.97,50.0,92.4,-4.23,100.37,72.12,90.85,-52.72,92.73,428.79,97.42,,81.82,,,,,-114,-27.94,343,126.1,195,68.66,-416,-252.12,281,833,-553,-135.54,203,700,-497,-182.72,143,584,-441,-155.28,89,382,-293,-177.58,22,5.39,16,5.88,14,4.93,12,7.27,8978,24,,4901,,4996,,,0.0588,0.0027,0.5459,2.2546,1.2546,54.59,8706,131,,4599,4468,4691,0.5132,16.4265,0.4816,0.015,0.5283,2.1684,1.1684,52.83,5734,70,,3118,3048,3186,0.5316,10.7324,0.2465,0.0122,0.5438,2.2504,1.2504,54.38,5681,124,,3076,2952,3137,0.5196,17.8909,0.7515,0.0218,0.5415,2.2331,1.2331,54.15
GBFH,GBank Financial Holdings Inc.,Financials,Financials,NASDAQ,USD,12/31/23,7/9/24,1.9,29.21,14273500,14272189,417,6.3182,,23.1667,,66,18,12.44,,,,,,,45,10,,41,1090,,,,,,,,,,,,,9.76,22.22,,2658.54,,,,,,,,,,,,,-37,-82.22,9,21.95,,,,,,,,,13,51,-38,-84.44,3,2880,-25,-60.98,,,,,20,44.44,17,41.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,98,,62,-36,820,-0.0392,-0.8,2.1778,0.1068,0.0675,9.3673,8.3673,6.75,679,136,,29,-108,592,-0.1591,-2.6341,3.3171,0.2003,0.0427,7.8046,6.8046,4.27
GBLI,"Global Indemnity Group, LLC",Financials,Insurance - Property & Casualty,NASDAQ,USD,12/31/24,12/16/03,22.4,26.88,10464600,14258200,281,0.6401,0.6372,10.0357,6.5349,439,28,1.68,450,25,,441,43,,528,25,,628,0,,678,29,,,-21,,-13.36,2.04,5.56,-16.48,9.75,-15.92,4.73,-7.37,0.0,,4.28,,,,,,,9,2.0,38,8.62,42,7.95,44,7.01,,,,,0,,,,0,,,,3,,3,0.48,,,0,0.0,23,4.36,14,2.23,1721,66,,8,,1014,,,0.1467,0.0383,0.0046,2.4342,1.4342,0.46,1731,17,,10,-7,1042,-0.004,-0.0159,0.0385,0.0098,0.0058,2.5123,1.5123,0.58,1730,38,,13,-25,1081,-0.0145,-0.0473,0.072,0.022,0.0075,2.6656,1.6656,0.75,1801,39,,16,-23,1175,-0.0128,-0.0366,0.0621,0.0217,0.0089,2.877,1.877,0.89
GBTG,"Global Business Travel Group, Inc.",Consumer Discretionary,Travel Services,NYSE,USD,12/31/24,8/18/22,3.8,9.44,478703008,478703033,4519,1.6626,1.865,41.4587,-32.7464,2718,109,34.01,2718,109,434,2423,-138,222,2290,-63,190,1851,-25,-7,763,0,,,0,,46.99,12.17,4.01,5.81,-5.7,23.72,-2.75,142.6,-1.35,,0.0,,,15.97,9.16,8.3,-0.38,104,3.83,165,6.81,49,2.14,-488,-26.36,95,8,87,3.2,115,6,109,4.5,141,1,140,6.11,98,0,98,5.29,732,26.93,708,29.22,688,30.04,650,35.12,4916,434,,1506,,3255,,,0.1597,0.0883,0.3063,2.9597,1.9597,30.63,3624,536,1281,1462,926,2567,0.2555,0.3822,0.2212,0.1479,0.4034,3.4286,2.4286,40.34,3751,476,1360,1434,958,2539,0.2554,0.4183,0.2079,0.1269,0.3823,3.0949,2.0949,38.23,3728,303,1234,1300,997,2357,0.2674,0.5386,0.1637,0.0813,0.3487,2.7192,1.7192,34.87
GBX,"The Greenbrier Companies, Inc.",Industrials,Railroads,NYSE,USD,8/31/24,7/14/94,31.9,47.94,31389400,31389401,1505,0.5199,0.4245,10.1689,9.4062,2895,148,-22.91,3240,204,485,3545,160,433,3944,62,276,2977,46,218,1747,32,,2792,49,,26.6,-8.6,6.3,-10.12,4.51,32.48,1.57,70.41,1.55,-37.43,1.83,,1.76,14.97,12.21,7.0,7.32,-15,-0.46,-69,-1.95,-291,-7.38,-531,-17.84,79,,79,2.44,93,,93,2.62,79,,79,2.0,55,,55,1.85,263,8.12,247,6.97,235,5.96,225,7.56,4361,306,,1836,,2627,,,0.0944,0.0702,0.421,2.515,1.515,42.1,4254,352,1709,1822,1470,2676,0.3456,0.4147,0.0993,0.0827,0.4283,2.6958,1.6958,42.83,3978,282,1699,1681,1399,2513,0.3517,0.3547,0.0715,0.0709,0.4226,2.7154,1.7154,42.26,3852,543,1919,1622,1079,2395,0.2801,0.3624,0.1824,0.141,0.4211,2.6438,1.6438,42.11
GCBC,"Greene County Bancorp, Inc.",Financials,Banks - Regional,NASDAQ,USD,6/30/24,6/30/99,26.9,25.07,17026828,17026801,427,5.0833,6.6719,11.8611,17.7917,84,36,23.86,75,31,,64,24,,73,30,,70,28,,63,23,,0,,,0.53,17.19,41.33,-12.33,37.5,4.29,41.1,11.11,40.0,,36.51,,,,,,,27,36.0,23,35.94,26,35.62,34,48.57,58,118,-60,-80.0,52,103,-51,-79.69,23,84,-61,-83.56,5,63,-58,-82.86,26,34.67,29,45.31,29,39.73,26,37.14,3041,185,,128,,2802,,,2.4667,0.0608,0.0421,12.7238,11.7238,4.21,2826,193,,199,6,2620,0.0021,0.0938,3.0156,0.0683,0.0704,13.7184,12.7184,7.04,2698,201,,50,-152,2515,-0.0563,-2.0822,2.7534,0.0745,0.0185,14.7432,13.7432,1.85,2572,73,,173,100,2414,0.0389,1.4286,1.0429,0.0284,0.0673,16.2785,15.2785,6.73
GCMG,GCM Grosvenor Inc.,Financials,Asset Management,NASDAQ,USD,12/31/24,2/6/19,7.3,10.56,186880000,186880000,1973,3.492,3.7725,43.8444,109.6111,565,45,4.5,566,45,182,523,18,77,452,12,4,452,19,116,578,21,,433,4,,-3.28,8.22,7.95,15.71,3.44,0.0,2.65,-21.8,4.2,33.49,3.63,,0.92,32.16,14.72,0.88,25.66,175,30.92,132,25.24,88,19.47,215,47.57,23,,23,4.06,24,,24,4.59,23,,23,5.09,23,,23,5.09,424,74.91,440,84.13,456,100.88,366,80.97,814,242,,480,,686,,,0.4276,0.2973,0.5897,6.3594,5.3594,58.97,613,90,189,486,396,703,0.646,0.7572,0.1721,0.1468,0.7928,-6.8111,-7.8111,79.28,505,44,110,426,382,616,0.7564,0.8451,0.0973,0.0871,0.8436,-4.5495,-5.5495,84.36,489,85,134,403,318,583,0.6503,0.7035,0.1881,0.1738,0.8241,-5.2021,-6.2021,82.41
GCO,Genesco Inc.,Consumer Discretionary,Apparel Retail,NYSE,USD,1/31/25,2/21/73,53.3,37.02,11038300,11038301,409,0.1679,0.1759,31.4615,-24.0588,2436,13,7.24,2325,-19,67,2325,-17,36,2384,71,136,2422,114,198,1786,-56,,2197,,,9.19,0.0,-0.82,-2.47,-0.73,-1.57,2.98,35.61,4.71,-18.71,-3.14,,,2.88,1.55,5.7,8.18,47,2.02,34,1.46,-225,-9.44,186,7.68,5,1,4,0.17,8,0,7,0.3,3,0,2,0.08,2,,2,0.08,1080,46.45,1082,46.54,1042,43.71,1033,42.65,1336,34,,485,,789,,,0.0146,0.0254,0.363,2.4424,1.4424,36.3,1330,35,507,523,488,759,0.3669,0.2099,0.0151,0.0263,0.3932,2.3292,1.3292,39.32,1456,48,573,580,532,849,0.3654,0.2232,0.0201,0.033,0.3984,2.3987,1.3987,39.84,1562,321,710,633,312,960,0.1997,0.1288,0.1325,0.2055,0.4052,2.5947,1.5947,40.52
GCT,GigaCloud Technology Inc.,Technology,Software - Infrastructure,NASDAQ,USD,12/31/24,8/18/22,3.8,38.19,29341359,38068502,1121,0.8697,0.9655,8.1825,8.968,1289,137,22.64,1290,137,170,1161,125,149,703,94,119,490,24,33,414,29,,275,37,,41.02,11.11,10.62,65.15,10.77,43.47,13.37,18.36,4.9,50.55,7.0,,13.45,13.18,12.83,16.93,6.73,183,14.19,142,12.23,129,18.35,48,9.8,0,12,-12,-0.93,0,9,-9,-0.78,1,3,-2,-0.28,0,0,0,0.0,145,11.24,144,12.4,71,10.1,46,9.39,1202,380,,470,,717,,,0.2946,0.3161,0.391,2.4784,1.4784,39.1,1071,260,548,484,225,665,0.2101,0.1938,0.2239,0.2428,0.4519,2.6379,1.6379,45.19,847,183,393,403,220,557,0.2597,0.3129,0.2603,0.2161,0.4758,2.9207,1.9207,47.58,419,144,258,148,5,223,0.0119,0.0102,0.2939,0.3437,0.3532,2.1378,1.1378,35.32
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,NYSE,USD,12/31/24,1/2/62,64.4,342.89,268396000,268396000,92030,1.7513,1.9287,21.8599,24.3337,52550,4210,7.8,52550,4210,6429,47716,3782,5819,42272,3315,5246,39407,3390,5311,38469,3257,,37925,3167,,7.44,10.13,8.01,12.88,7.93,7.27,7.84,2.44,8.6,1.43,8.47,,8.35,12.23,12.2,12.41,13.48,3959,7.53,3196,6.7,3806,9.0,3465,8.79,402,88,314,0.6,393,69,324,0.68,399,56,343,0.81,391,27,364,0.92,2595,4.94,2568,5.38,2427,5.74,2411,6.12,57249,2333,,9789,,31627,,,0.0444,0.0408,0.171,2.2344,1.2344,17.1,55880,1697,24386,10676,8979,33817,0.1607,0.1882,0.0356,0.0304,0.1911,2.5327,1.5327,19.11,54810,1913,23615,11083,9170,33511,0.1673,0.2169,0.0453,0.0349,0.2022,2.5734,1.5734,20.22,51585,1242,21063,12114,10872,33017,0.2108,0.2759,0.0315,0.0241,0.2348,2.7782,1.7782,23.48
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,NYSE,USD,12/31/24,3/31/15,11.2,90.46,142488000,142488005,12889,2.6033,2.8185,14.7303,13.7556,4951,875,6.82,4951,875,1288,4573,937,1059,4254,1374,754,4091,352,697,3815,242,,3317,-495,,6.23,8.27,17.67,7.5,20.49,3.98,32.3,7.23,8.6,15.01,6.34,,-14.92,26.01,23.16,17.72,17.04,1576,31.83,1261,27.57,970,22.8,920,22.49,151,,151,3.05,158,,158,3.46,179,,179,4.21,146,,146,3.57,764,15.43,751,16.42,726,17.07,797,19.48,8035,1081,,3863,,7820,,,0.2183,0.1345,0.4808,37.3721,36.3721,48.08,8235,1089,1952,3895,2806,7543,0.3407,0.6136,0.2381,0.1322,0.473,11.9003,10.9003,47.3,7565,459,1256,3936,3477,7503,0.4596,0.8173,0.1079,0.0607,0.5203,122.0161,121.0161,52.03,6974,774,1583,3981,3207,7303,0.4599,0.7839,0.1892,0.111,0.5708,-21.1976,-22.1976,57.08
GDEN,"Golden Entertainment, Inc.",Consumer Discretionary,Resorts & Casinos,NASDAQ,USD,12/31/24,1/4/99,27.4,28.55,26398811,26435299,754,1.1893,1.1321,-125.6667,15.08,634,-6,-5.22,635,-6,112,666,50,197,1053,255,486,1121,82,246,1097,161,,694,-136,,-15.32,-4.65,-0.94,-36.75,7.51,-6.07,24.22,2.19,7.31,58.07,14.68,,-19.6,17.64,29.58,46.15,21.94,36,5.67,42,6.31,33,3.13,98,8.74,31,,31,4.88,34,,34,5.11,65,,65,6.17,63,,63,5.62,218,34.33,225,33.78,255,24.22,235,20.96,1018,55,,518,,597,,,0.0866,0.054,0.5088,2.4181,1.4181,50.88,1080,58,104,504,446,606,0.413,0.6697,0.0871,0.0537,0.4667,2.2785,1.2785,46.67,1452,158,409,758,601,915,0.4139,0.5708,0.15,0.1088,0.522,2.7039,1.7039,52.2,1509,137,245,1065,928,1156,0.615,0.8278,0.1222,0.0908,0.7058,4.2748,3.2748,70.58
GDEV,GDEV Inc.,Communications,Gaming & Multimedia,NASDAQ,USD,12/31/24,10/5/20,5.6,15.33,18130090,18130100,278,0.6096,0.6619,4.2121,11.12,456,66,13.32,404,69,82,420,25,36,464,46,56,479,7,18,434,-117,,261,0,,-1.09,-3.81,17.08,-9.48,5.95,-3.13,9.91,10.37,1.46,66.28,-26.96,,0.0,20.3,8.57,12.07,3.76,29,7.18,28,6.67,17,3.66,115,24.01,0,2,-2,-0.5,0,2,-2,-0.48,0,4,-3,-0.65,0,1,-1,-0.21,187,46.29,233,55.48,250,53.88,176,36.74,233,59,,1,,324,,,0.146,0.2532,0.0043,-2.5604,-3.5604,0.43,272,111,180,1,-110,374,-0.4044,-0.2619,0.2643,0.4081,0.0037,-2.6667,-3.6667,0.37,321,72,214,2,-69,420,-0.215,-0.1487,0.1552,0.2243,0.0062,-3.2424,-4.2424,0.62,322,87,189,1,-86,471,-0.2671,-0.1795,0.1816,0.2702,0.0031,-2.1611,-3.1611,0.31
GDOT,Green Dot Corporation,Financials,Credit Services,NYSE,USD,12/31/24,7/22/10,15.8,12.78,54873400,54873398,701,0.337,0.4066,-7.1531,-25.963,2080,-98,14.86,2080,-99,115,1724,-27,78,1501,6,102,1449,64,174,1433,47,,,23,,6.36,20.65,-4.76,14.86,-1.57,3.59,0.4,1.12,4.42,,3.28,,,5.53,4.52,6.8,12.01,66,3.17,7,0.41,22,1.47,193,13.32,,,,,,,,,,,,,0,,0,0.0,560,26.92,587,34.05,600,39.97,629,43.41,5985,1422,,65,,5095,,,0.6837,0.2376,0.0109,6.7247,5.7247,1.09,5434,1592,2428,60,-1533,4561,-0.2821,-0.8892,0.9234,0.293,0.011,6.2245,5.2245,1.1,4817,682,1638,67,-615,3958,-0.1277,-0.4097,0.4544,0.1416,0.0139,5.6077,4.6077,1.39,4789,814,1466,43,-771,4008,-0.161,-0.5321,0.5618,0.17,0.009,6.1319,5.1319,0.9
GDRX,"GoodRx Holdings, Inc.",Healthcare,Health Info Services,NASDAQ,USD,12/31/24,9/23/20,5.7,2.65,108610311,359337983,288,0.3618,0.3636,9.6,18.0,796,30,-1.91,797,30,184,792,16,153,750,-8,108,766,-32,65,745,-25,,551,-293,,2.06,0.63,3.76,5.6,2.02,-2.09,-1.07,2.82,-4.18,35.21,-3.36,,-53.18,23.09,19.32,14.4,8.49,94,11.79,113,14.27,82,10.93,91,11.88,43,11,32,4.02,52,23,29,3.66,56,32,24,3.2,34,9,24,3.13,446,55.96,485,61.24,466,62.13,502,65.54,1404,262,,543,,788,,,0.3287,0.1866,0.3868,2.2792,1.2792,38.68,1388,448,659,543,95,663,0.0684,0.1199,0.5657,0.3228,0.3912,1.9145,0.9145,39.12,1589,672,873,711,39,827,0.0245,0.052,0.896,0.4229,0.4475,2.0853,1.0853,44.75,1605,757,920,717,-40,790,-0.0249,-0.0522,0.9883,0.4717,0.4467,1.9693,0.9693,44.67
GDS,GDS Holdings Limited,Technology,IT Services,NASDAQ,CNY,12/31/23,11/2/16,9.6,35.02,194928821,193708987,6826,4.7108,,8.7513,,1449,780,-2.65,,,,,,,1412,-608,193,1385,-216,622,1212,-196,,830,-99,,,,,,,1.95,-43.06,14.27,-15.6,46.02,-16.17,,-11.93,,,13.67,44.91,,,,,-594,-42.07,-1081,-78.05,,,,,,,,,288,13,275,19.48,280,6,274,19.78,,,,,188,13.31,198,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10560,1094,1558,6808,5714,7705,0.5411,4.0467,0.7748,0.1036,0.6447,3.6988,2.6988,64.47,11117,1279,1776,6640,5361,7523,0.4822,3.8708,0.9235,0.115,0.5973,3.0932,2.0932,59.73
GDYN,"Grid Dynamics Holdings, Inc.",Technology,IT Services,NASDAQ,USD,12/31/24,10/30/18,7.6,7.13,85353771,84547697,609,1.4818,1.74,67.6667,152.25,411,9,5.85,412,10,23,350,4,16,312,-1,6,310,-29,-11,211,-7,,111,-12,,18.38,17.71,2.43,12.18,1.14,0.65,-0.32,46.92,-9.35,90.09,-3.32,,-10.81,5.58,4.57,1.92,-3.55,25,6.07,18,5.14,33,10.58,25,8.06,,18,-18,-4.37,,13,,,,10,,,,0,,,120,29.13,110,31.43,104,33.33,125,40.32,613,342,,17,,71,,,0.8301,0.5579,0.0277,1.131,0.131,2.77,592,335,423,13,-322,74,-0.5439,-0.92,0.9571,0.5659,0.022,1.1429,0.1429,2.2,435,257,324,11,-246,52,-0.5655,-0.7885,0.8237,0.5908,0.0253,1.1358,0.1358,2.53,411,257,323,8,-249,48,-0.6058,-0.8032,0.829,0.6253,0.0195,1.1322,0.1322,1.95
GE,GE Aerospace,Industrials,Aerospace & Defense,NYSE,USD,12/31/24,1/2/62,64.4,302.84,1066390016,1066389991,322946,6.6846,8.3444,37.4213,49.2596,48312,8630,24.74,45855,8704,12063,38702,6556,9790,35348,9482,12649,29139,336,4045,56469,-6337,,75833,5704,,-11.83,18.48,18.98,9.49,16.94,21.31,26.82,-48.4,1.15,-25.54,-11.22,,7.52,26.31,25.3,35.78,13.88,7264,15.84,3678,9.5,4327,12.24,5255,18.03,843,946,-103,-0.22,986,813,173,0.45,1029,637,392,1.11,1339,466,873,3.0,6627,14.45,6347,16.4,6681,18.9,5748,19.73,130169,12392,,20495,,111271,,,0.2702,0.0952,0.1574,6.888,5.888,15.74,123140,13619,37635,19273,5654,103575,0.0459,0.1461,0.3519,0.1106,0.1565,6.2939,5.2939,15.65,173300,15204,42556,20525,5321,144695,0.0307,0.1505,0.4301,0.0877,0.1184,6.0584,5.0584,11.84,188851,15810,58382,26148,10338,153939,0.0547,0.3548,0.5426,0.0837,0.1385,5.4093,4.4093,13.85
GEF,"Greif, Inc.",Consumer Discretionary,Packaging,NYSE,USD,10/31/24,2/28/96,30.2,64.29,26106000,48925399,1678,0.351,0.3853,5.7075,6.2379,4781,294,-21.97,,,,4355,269,589,5218,359,821,6349,376,803,5556,390,,4515,108,,-7.8,,,-16.54,6.18,-17.81,6.88,14.27,5.92,23.06,7.02,,2.39,,13.52,15.73,12.65,,,164,3.77,430,8.24,474,7.47,,,,,134,,134,3.08,96,,96,1.84,61,,61,0.96,,,634,14.56,549,10.52,581,9.15,,,,,,,,,,,,,,,6648,198,1549,3001,2869,4400,0.4316,0.6588,0.0455,0.0298,0.4514,2.9573,1.9573,45.14,5961,181,1369,2540,2360,3849,0.3959,0.4523,0.0347,0.0304,0.4261,2.8224,1.8224,42.61,5470,147,1499,2176,2028,3660,0.3707,0.3194,0.0232,0.0269,0.3978,3.0221,2.0221,39.78
GEHC,GE HealthCare Technologies Inc.,Healthcare,Health Info Services,NASDAQ,USD,12/31/24,12/15/22,3.4,64.23,456290143,457842988,29308,1.421,1.4898,14.0566,14.7055,20625,2085,7.13,20625,2084,3786,19672,1993,3666,19552,1568,3513,18341,1916,3231,17585,2247,,17164,13846,,3.81,4.84,10.1,0.61,10.13,6.6,8.02,4.3,10.45,2.45,12.78,,80.67,18.36,18.64,17.97,17.62,1505,7.3,1550,7.88,1714,8.77,1803,9.83,440,41,399,1.93,505,,505,2.57,542,26,516,2.64,86,,86,0.47,4225,20.48,4269,21.7,4282,21.9,3631,19.8,36906,4492,,10463,,26307,,,0.2178,0.1217,0.2835,3.482,2.482,28.35,33089,2874,9901,9376,6502,24437,0.1965,0.3305,0.1461,0.0869,0.2834,3.8244,2.8244,28.34,32454,2494,9410,9863,7369,25144,0.2271,0.3769,0.1276,0.0768,0.3039,4.4397,3.4397,30.39,27539,1440,8318,8635,7195,17947,0.2613,0.3923,0.0785,0.0523,0.3136,2.871,1.871,31.36
GEL,"Genesis Energy, L.P.",Energy,Oil & Gas Midstream,NYSE,USD,12/31/24,11/27/96,29.5,16.18,122424000,122464005,1981,1.2153,1.1927,-4.5023,-30.9531,1630,-440,-39.25,1630,-440,537,1661,-64,515,3176,117,661,2788,75,646,2125,-165,,,-416,,-7.88,-1.87,-26.99,-47.7,-3.85,13.92,3.68,31.2,2.69,,-7.76,,,32.94,31.01,20.81,23.17,66,4.05,-195,-11.74,-99,-3.12,-90,-3.23,255,,255,15.64,275,,275,16.56,235,,235,7.4,217,,217,7.78,86,5.28,59,3.55,65,2.05,66,2.37,4861,6,,3047,,4153,,,0.0037,0.0012,0.6268,6.8658,5.8658,62.68,7038,7,912,3728,4096,5522,0.582,2.466,0.0042,0.001,0.5297,4.6425,3.6425,52.97,7019,9,964,3753,3744,5308,0.5334,1.1788,0.0028,0.0013,0.5347,4.1023,3.1023,53.47,6366,8,853,3464,3456,4591,0.5429,1.2396,0.0029,0.0013,0.5441,3.5865,2.5865,54.41
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,NASDAQ,USD,3/31/24,6/23/89,36.9,24.82,605663774,616301015,15033,3.1802,3.9436,24.9303,24.4042,4727,603,25.76,3935,643,2026,3812,616,1613,3338,1349,1534,2796,836,1308,2551,554,,2490,,,14.33,3.23,16.34,14.2,16.16,19.38,40.41,9.6,29.9,2.45,21.72,,,51.49,42.31,45.96,46.78,1206,30.65,2044,53.62,751,22.5,968,34.62,578,28,550,13.98,669,25,644,16.89,401,15,386,11.56,126,0,126,4.51,1036,26.33,1337,35.07,968,29.0,1014,36.27,15495,1006,,8315,,13226,,,0.2557,0.0649,0.5366,6.829,5.829,53.66,15772,846,1358,8655,7809,13575,0.4951,2.0485,0.2219,0.0536,0.5488,7.1789,6.1789,54.88,15947,750,1233,9819,9069,13747,0.5687,2.7169,0.2247,0.047,0.6157,7.2486,6.2486,61.57,6943,1887,2260,3829,1942,7036,0.2797,0.6946,0.6749,0.2718,0.5515,-74.6559,-75.6559,55.15
GENB,"Generate Biomedicines, Inc.",Healthcare,Biotechnology,NASDAQ,USD,,,,14.53,127450201,,1852,,92.6,,-10.6437,,,,32,-203,-208,20,-174,-164,,,,,,,,,,,,,,60.0,-634.38,,-870.0,,,,,,,,,-650.0,-820.0,,,-204,-637.5,-121,-605.0,,,,,1,14,-13,-40.62,2,18,-16,-80.0,,,,,,,,,42,131.25,42,210.0,,,,,330,122,,69,,953,,,3.8125,0.3697,0.2091,-0.5297,-1.5297,20.91,518,176,,77,,953,,,8.8,0.3398,0.1486,-1.1908,-2.1908,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENI,Genius Sports Limited,Communications,Internet Content,NYSE,USD,12/31/24,10/5/20,5.6,5.35,232770000,232770004,1245,1.861,2.4364,-11.2162,-19.7619,669,-111,37.01,669,-112,-71,511,-63,16,412,-85,5,341,-181,-112,262,-592,,150,-30,,24.94,30.92,-16.74,24.03,-12.33,20.82,-20.63,30.15,-53.08,74.67,-225.95,,-20.0,-10.61,3.13,1.21,-32.84,6,0.9,18,3.52,-34,-8.25,-51,-14.96,,,,,,,,,,2,,,1,,1,0.29,264,39.46,160,31.31,114,27.67,154,45.16,1130,281,,30,,406,,,0.42,0.2487,0.0265,1.5608,0.5608,2.65,792,110,289,8,-103,220,-0.1301,-0.2016,0.2153,0.1389,0.0101,1.3846,0.3846,1.01,776,100,245,15,-86,203,-0.1108,-0.2087,0.2427,0.1289,0.0193,1.3543,0.3543,1.93,773,123,237,21,-101,197,-0.1307,-0.2962,0.3607,0.1591,0.0272,1.342,0.342,2.72
GEO,"The GEO Group, Inc.",Industrials,Security & Protection Services,NYSE,USD,12/31/24,7/27/94,31.8,23.52,142836000,142836004,3360,1.2776,1.3861,13.2283,105.0,2630,254,16.45,2632,254,628,2424,32,355,2413,107,482,2376,171,527,2256,77,,2350,113,,2.42,8.58,9.65,0.46,1.32,1.56,4.43,5.32,7.2,-4.0,3.41,,4.81,23.86,14.65,19.98,22.18,-125,-4.75,164,6.77,205,8.5,198,8.33,161,9,151,5.74,190,8,181,7.47,218,7,210,8.7,164,16,148,6.23,236,8.97,213,8.79,190,7.87,197,8.29,3844,69,,1725,,2339,,,0.0262,0.018,0.4488,2.5542,1.5542,44.88,3632,77,500,1812,1735,2299,0.4777,0.7158,0.0318,0.0212,0.4989,2.7247,1.7247,49.89,3696,94,529,1888,1794,2406,0.4854,0.7435,0.039,0.0254,0.5108,2.8651,1.8651,51.08,3760,95,555,2074,1979,2595,0.5263,0.8329,0.04,0.0253,0.5516,3.2275,2.2275,55.16
GERN,Geron Corporation,Healthcare,Biotech,NASDAQ,USD,12/31/24,7/31/96,29.8,1.28,640544661,636913020,820,4.4809,10.6494,-9.8795,-4.7126,183,-83,1.01,184,-84,-50,77,-174,-154,0,-184,-174,0,-141,-134,1,-116,,0,-75,,325.43,138.96,-45.65,,-225.97,,,-100.0,,,-11600.0,,,-27.17,-200.0,,,-111,-60.33,-219,-284.42,-168,,-127,,33,18,15,8.15,18,19,-1,-1.3,8,18,-9,,6,2,4,,159,86.41,145,188.31,69,,43,,571,78,,122,,345,,,0.4239,0.1366,0.2137,2.5265,1.5265,21.37,594,79,491,122,43,314,0.0724,0.5584,1.026,0.133,0.2054,2.1214,1.1214,20.54,394,70,341,86,16,146,0.0406,,,0.1777,0.2183,1.5887,0.5887,21.83,191,57,180,56,-1,111,-0.0052,,,0.2984,0.2932,2.3875,1.3875,29.32
